overall_qual,c_total_area,garage_area,c_tot_exter,c_total_bath,year_built,c_tot_bsmt,c_ord_garage_finish,c_ord_fireplace_qu,mas_vnr_area,c_ord_heating_qc,neighborhood_NridgHt,bsmtfin_sf_1,c_total_porch_area,saleprice
8,2580.0,565.0,7,2.0,1984,10,2,5,0.0,4,0.0,1036.0,63,187500
8,3564.0,715.0,7,3.0,2002,12,2,4,240.0,5,0.0,1538.0,217,300000
6,2818.0,495.0,6,3.0,1971,7,2,4,252.0,4,0.0,416.0,66,190000
4,2313.0,280.0,4,2.0,1920,6,1,0,0.0,2,0.0,0.0,0,96000
7,2642.0,438.0,7,3.0,2006,8,3,0,100.0,5,0.0,812.0,168,241000
5,2836.0,349.0,7,2.0,1962,7,2,3,0.0,3,0.0,0.0,30,143900
4,1638.0,286.0,6,2.0,1970,7,1,0,0.0,3,0.0,408.0,0,87550
9,3504.0,576.0,8,3.0,2005,9,2,4,412.0,5,1.0,456.0,278,319900
9,3567.0,675.0,7,3.0,2006,13,3,4,184.0,5,0.0,205.0,285,356383
9,3600.0,702.0,7,2.0,2007,9,3,0,0.0,5,0.0,0.0,424,239000
7,3277.0,783.0,7,4.0,1993,10,3,4,320.0,5,0.0,228.0,484,287500
5,2102.0,660.0,6,2.0,1941,7,1,0,0.0,3,0.0,360.0,237,128500
7,2580.0,433.0,7,3.0,2004,8,3,4,0.0,5,0.0,0.0,192,185088
7,2804.0,625.0,7,2.0,2008,8,2,0,0.0,5,0.0,0.0,331,229800
5,1751.0,288.0,6,2.0,1984,7,2,0,0.0,3,0.0,516.0,140,124500
5,2102.0,504.0,6,2.0,1968,7,2,0,0.0,4,0.0,758.0,0,142000
6,2265.0,216.0,6,1.0,1920,7,1,0,0.0,5,0.0,305.0,164,149000
5,3312.0,506.0,6,2.0,1973,7,1,0,564.0,3,0.0,0.0,211,135000
6,2036.0,440.0,6,2.0,1976,8,2,3,0.0,3,0.0,120.0,205,128000
8,6428.0,546.0,7,4.0,1992,8,2,4,0.0,5,0.0,1231.0,630,430000
5,2080.0,686.0,6,3.0,1968,7,3,0,0.0,3,0.0,812.0,188,145000
5,1911.0,552.0,6,2.0,1910,7,1,4,0.0,5,0.0,0.0,323,139000
6,2453.0,477.0,6,4.0,1984,8,3,3,74.0,5,0.0,0.0,527,178000
10,4410.0,1150.0,8,4.0,2005,12,3,5,468.0,5,1.0,1082.0,422,460000
6,2978.0,441.0,6,2.0,1916,7,1,0,0.0,4,0.0,0.0,328,214500
5,2614.0,0.0,6,2.0,1916,8,0,0,0.0,4,0.0,0.0,228,160000
7,3052.0,390.0,7,4.0,1999,8,2,3,298.0,5,0.0,772.0,168,214000
6,2279.0,162.0,6,1.0,1935,7,1,0,0.0,4,0.0,0.0,94,128900
4,2871.0,1356.0,7,2.0,1961,9,3,3,149.0,5,0.0,1159.0,439,168000
8,2162.0,461.0,7,2.0,1986,8,2,0,0.0,5,0.0,0.0,211,170000
5,2080.0,286.0,6,1.0,1959,7,2,0,0.0,3,0.0,369.0,392,133700
6,2104.0,180.0,7,2.0,1923,6,1,3,0.0,3,0.0,0.0,261,165000
6,1470.0,264.0,6,2.0,1971,7,1,0,604.0,3,0.0,358.0,0,89500
6,1683.0,264.0,5,2.0,1958,10,2,0,105.0,3,0.0,513.0,0,140000
7,2679.0,380.0,7,2.0,2004,8,1,0,50.0,5,0.0,0.0,40,134000
6,2567.0,462.0,7,4.0,1992,8,2,0,0.0,5,0.0,758.0,616,248500
4,1608.0,364.0,7,2.0,1965,10,1,0,0.0,5,0.0,648.0,88,145000
6,2265.0,434.0,6,4.0,1975,8,2,3,0.0,3,0.0,550.0,417,179900
8,3590.0,895.0,7,2.0,2006,11,2,4,428.0,5,0.0,0.0,49,147000
5,1898.0,576.0,6,2.0,1991,8,1,0,0.0,4,0.0,458.0,22,136000
6,1768.0,576.0,7,3.0,1940,7,1,4,0.0,5,0.0,264.0,0,128000
4,1264.0,220.0,7,2.0,1946,6,1,0,0.0,5,0.0,0.0,24,88750
5,1944.0,305.0,7,1.0,1955,7,1,0,0.0,3,0.0,648.0,205,122500
6,2370.0,330.0,6,2.0,1948,7,1,4,0.0,3,0.0,0.0,192,97500
6,2016.0,430.0,6,1.0,1963,7,2,0,332.0,3,0.0,0.0,0,135000
9,3650.0,774.0,8,2.0,2007,11,1,4,452.0,5,1.0,48.0,368,314813
3,2539.0,0.0,4,1.0,1915,6,0,0,0.0,3,0.0,0.0,156,85000
6,1874.0,624.0,7,1.0,1937,7,1,0,0.0,3,0.0,0.0,210,134900
5,2114.0,288.0,6,2.0,1955,8,1,0,164.0,4,0.0,0.0,0,137000
8,4222.0,839.0,8,4.0,1995,11,3,3,660.0,5,0.0,1696.0,282,350000
5,2330.0,300.0,6,2.0,1967,8,2,3,0.0,3,0.0,373.0,240,145000
9,4462.0,814.0,7,3.0,2005,12,3,5,365.0,5,1.0,0.0,337,418000
3,1638.0,250.0,6,1.0,1920,7,1,0,0.0,4,0.0,0.0,112,64000
5,2313.0,281.0,6,1.0,1932,7,1,0,0.0,5,0.0,182.0,56,159434
8,3084.0,852.0,7,3.0,2007,8,1,4,164.0,5,0.0,1220.0,278,260261
5,2295.0,720.0,5,2.0,1952,7,1,0,0.0,2,0.0,507.0,0,166000
5,1832.0,288.0,6,2.0,1962,9,2,1,0.0,3,0.0,734.0,274,130000
5,2112.0,240.0,6,1.0,1941,5,1,0,0.0,3,0.0,384.0,0,112000
5,2248.0,525.0,7,3.0,1963,8,2,0,148.0,4,0.0,776.0,335,155000
8,2742.0,680.0,7,3.0,2009,9,3,4,84.0,5,0.0,0.0,75,269500
6,2492.0,441.0,6,2.0,1964,7,2,4,0.0,3,0.0,939.0,69,172000
7,2540.0,240.0,6,2.0,1940,7,1,4,0.0,3,0.0,410.0,0,219500
5,1850.0,484.0,6,2.0,1963,7,1,0,0.0,4,0.0,181.0,277,133500
7,1814.0,400.0,6,3.0,2000,8,2,3,0.0,5,0.0,0.0,100,170000
8,2496.0,288.0,8,2.0,1900,7,1,0,0.0,3,0.0,0.0,528,150000
5,1934.0,400.0,6,1.0,1953,7,1,0,0.0,3,0.0,624.0,32,130000
5,2288.0,796.0,7,2.0,1959,9,2,3,128.0,3,0.0,748.0,86,143000
5,2228.0,451.0,7,2.0,1961,7,2,0,0.0,3,0.0,0.0,164,140000
7,4446.0,516.0,7,3.0,1973,11,3,4,1115.0,5,0.0,1880.0,300,244000
5,1641.0,288.0,6,1.0,1920,6,1,0,0.0,3,0.0,0.0,144,101000
5,1920.0,624.0,6,1.0,1958,7,1,0,0.0,5,0.0,0.0,0,125000
6,2565.0,460.0,6,3.0,1998,8,3,3,0.0,4,0.0,0.0,39,183000
6,2984.0,0.0,6,1.0,1912,7,0,0,0.0,5,0.0,0.0,228,104000
6,1920.0,280.0,6,2.0,1954,7,1,0,0.0,3,0.0,0.0,0,112500
6,3372.0,612.0,7,3.0,1980,8,1,3,157.0,3,0.0,625.0,515,207500
7,3228.0,576.0,7,2.0,2005,11,3,4,140.0,5,0.0,56.0,145,225000
5,1728.0,297.0,6,1.0,1972,7,1,0,0.0,5,0.0,437.0,0,119900
7,3461.0,874.0,7,2.0,2006,10,2,0,206.0,5,1.0,0.0,43,293000
5,3182.0,440.0,6,3.0,1968,7,2,3,0.0,4,0.0,570.0,276,180000
6,2046.0,888.0,6,2.0,1976,9,1,0,335.0,3,0.0,539.0,0,169900
6,1902.0,539.0,6,2.0,1978,0,1,0,0.0,3,0.0,0.0,0,112000
6,2137.0,480.0,6,2.0,1984,8,1,0,0.0,3,0.0,338.0,0,152000
9,3296.0,670.0,7,3.0,2005,10,3,4,525.0,5,1.0,0.0,243,300000
6,2146.0,672.0,6,2.0,1976,9,1,3,0.0,3,0.0,422.0,144,107000
4,3067.0,560.0,6,2.0,1885,7,1,0,0.0,4,0.0,0.0,114,122500
6,1431.0,264.0,6,2.0,1972,7,1,0,504.0,3,0.0,276.0,0,89000
6,1519.0,231.0,6,1.0,1940,6,1,0,0.0,5,0.0,368.0,45,95000
6,2064.0,412.0,6,3.0,1968,7,2,0,41.0,5,0.0,0.0,126,143450
9,3924.0,751.0,8,3.0,2009,9,3,4,162.0,5,1.0,0.0,277,376162
5,2532.0,461.0,6,2.0,1960,7,1,4,324.0,3,0.0,697.0,143,167500
5,2310.0,528.0,6,4.0,1979,10,1,3,275.0,3,0.0,1086.0,120,153337
6,2041.0,300.0,7,3.0,1925,7,1,0,0.0,3,0.0,551.0,147,103600
5,1788.0,308.0,6,2.0,1976,10,1,0,0.0,3,0.0,182.0,365,128200
6,2329.0,440.0,7,3.0,2000,8,1,0,216.0,5,0.0,378.0,32,177500
8,3921.0,756.0,7,4.0,2002,11,3,5,232.0,5,1.0,578.0,368,320000
6,2308.0,394.0,6,4.0,2000,8,3,3,0.0,5,0.0,683.0,72,190000
6,1890.0,0.0,6,2.0,1971,7,0,0,236.0,3,0.0,0.0,201,91500
5,2198.0,256.0,6,2.0,1954,7,1,0,0.0,3,0.0,0.0,0,93000
4,1966.0,250.0,5,1.0,1920,7,1,0,0.0,3,0.0,0.0,226,40000
6,2039.0,0.0,6,2.0,1914,7,0,0,0.0,3,0.0,0.0,251,127000
4,1708.0,330.0,4,1.0,1896,7,2,0,0.0,4,0.0,0.0,265,50138
6,2256.0,504.0,7,3.0,1976,8,2,2,174.0,3,0.0,751.0,400,148000
5,1518.0,924.0,6,1.0,1940,7,3,4,0.0,5,0.0,403.0,25,120500
6,2267.0,240.0,6,2.0,1940,7,1,4,0.0,3,0.0,0.0,335,139500
9,3396.0,768.0,8,3.0,2007,9,3,4,340.0,5,0.0,1234.0,391,320000
7,3272.0,498.0,7,3.0,1937,7,3,4,0.0,3,0.0,288.0,521,219000
5,1766.0,484.0,6,2.0,1983,10,1,0,0.0,3,0.0,301.0,164,131000
6,2233.0,440.0,7,3.0,2006,8,2,4,0.0,5,0.0,0.0,130,171925
5,2732.0,404.0,7,3.0,1996,8,1,0,0.0,4,0.0,450.0,39,177900
6,2021.0,228.0,6,1.0,1921,7,1,4,0.0,3,0.0,0.0,184,141500
6,2588.0,440.0,7,4.0,1998,8,3,3,0.0,4,0.0,476.0,84,191000
6,2316.0,576.0,6,3.0,2004,8,1,0,0.0,5,0.0,941.0,50,158000
8,3284.0,870.0,7,2.0,2006,10,2,4,274.0,5,0.0,0.0,272,248900
5,2499.0,240.0,6,3.0,1937,8,1,3,252.0,5,0.0,569.0,264,175000
6,2752.0,299.0,7,3.0,1965,8,2,3,0.0,5,0.0,901.0,436,185900
7,2648.0,320.0,6,2.0,1914,9,1,3,0.0,2,0.0,390.0,341,163000
5,2056.0,0.0,4,2.0,1951,8,0,0,0.0,3,0.0,0.0,0,115000
6,2104.0,484.0,6,2.0,1978,9,1,2,39.0,3,0.0,528.0,168,157500
7,3489.0,658.0,7,4.0,1999,8,3,3,210.0,5,0.0,913.0,298,245000
8,2674.0,462.0,7,3.0,1993,8,2,3,0.0,4,0.0,733.0,334,180000
7,1653.0,480.0,7,3.0,2004,8,1,0,0.0,5,0.0,239.0,60,148800
2,728.0,246.0,6,1.0,1920,6,1,0,0.0,3,0.0,290.0,0,60000
5,1489.0,504.0,6,2.0,1976,12,2,0,222.0,5,0.0,456.0,224,165000
7,3456.0,596.0,7,3.0,2003,8,2,4,0.0,5,0.0,0.0,57,240000
7,2355.0,420.0,6,2.0,1992,8,2,0,52.0,4,0.0,0.0,21,160000
6,2120.0,440.0,6,2.0,1945,9,1,0,0.0,3,0.0,780.0,0,128000
4,1152.0,0.0,6,2.0,1955,0,0,0,0.0,3,0.0,0.0,0,82000
6,3129.0,542.0,7,3.0,1966,7,1,4,210.0,4,0.0,1387.0,452,256000
7,2132.0,324.0,7,2.0,1920,7,1,0,0.0,5,0.0,624.0,0,143000
7,3378.0,433.0,7,2.0,2006,8,3,0,0.0,5,0.0,0.0,139,231713
5,2524.0,828.0,6,3.0,1969,11,1,0,0.0,3,0.0,1047.0,144,155000
5,1632.0,264.0,7,2.0,1983,7,1,0,0.0,5,0.0,534.0,315,128500
7,2652.0,312.0,6,2.0,1921,7,1,4,174.0,5,0.0,0.0,90,168000
7,2204.0,484.0,6,3.0,1972,7,3,0,138.0,4,0.0,626.0,32,184000
5,2050.0,0.0,6,2.0,1962,9,0,0,0.0,3,0.0,953.0,176,124000
6,2884.0,615.0,6,2.0,1970,7,2,3,571.0,3,0.0,0.0,371,185000
8,3342.0,504.0,7,3.0,2000,8,2,3,40.0,5,0.0,0.0,312,230500
7,2993.0,555.0,6,4.0,1998,9,2,3,227.0,5,0.0,796.0,212,227000
6,2214.0,540.0,7,4.0,2005,8,3,0,0.0,5,0.0,193.0,135,173500
5,1731.0,326.0,6,2.0,1968,11,2,0,0.0,4,0.0,744.0,143,140000
6,1490.0,504.0,6,2.0,1978,11,3,2,23.0,3,0.0,456.0,0,149900
5,2038.0,528.0,6,2.0,1978,9,1,0,180.0,5,0.0,781.0,491,158000
7,1610.0,496.0,7,3.0,2003,8,2,0,0.0,5,0.0,244.0,50,147110
6,2156.0,198.0,6,2.0,1937,7,1,4,0.0,3,0.0,0.0,0,119500
5,2407.0,440.0,6,3.0,1940,7,1,3,0.0,5,0.0,728.0,171,205000
5,2270.0,0.0,7,2.0,1895,10,0,0,0.0,5,0.0,0.0,112,148000
8,3211.0,608.0,7,3.0,1995,8,2,3,0.0,5,0.0,1180.0,389,236500
5,2609.0,240.0,6,3.0,1938,6,1,0,0.0,3,0.0,930.0,0,137000
5,1920.0,330.0,6,2.0,1955,7,2,0,0.0,4,0.0,100.0,70,122000
7,2604.0,436.0,7,2.0,2007,10,3,0,0.0,5,0.0,0.0,22,176485
5,1632.0,210.0,6,1.0,1925,7,1,0,0.0,3,0.0,0.0,280,109000
7,3004.0,286.0,7,3.0,1998,8,3,3,239.0,5,0.0,1102.0,0,330000
6,1325.0,308.0,6,2.0,2008,7,1,0,0.0,4,0.0,96.0,175,143000
9,4486.0,806.0,7,4.0,1998,12,3,3,422.0,5,0.0,672.0,195,410000
6,2649.0,471.0,8,4.0,1994,9,2,0,105.0,5,0.0,814.0,387,201000
4,2837.0,648.0,6,2.0,1910,6,1,3,0.0,3,0.0,0.0,216,80000
6,3348.0,180.0,6,4.0,1945,7,1,3,0.0,5,0.0,774.0,224,259500
7,3608.0,452.0,7,5.0,2003,11,3,4,94.0,5,0.0,766.0,175,279900
5,2492.0,305.0,6,3.0,1959,7,2,0,0.0,5,0.0,340.0,218,154000
6,3588.0,389.0,7,3.0,1958,11,3,3,472.0,4,0.0,697.0,98,277000
5,1949.0,215.0,6,1.0,1942,7,1,3,0.0,5,0.0,230.0,264,128000
8,3166.0,890.0,7,2.0,2007,8,2,4,640.0,5,1.0,0.0,56,256300
4,2685.0,231.0,7,2.0,1930,8,1,3,0.0,5,0.0,189.0,40,188000
8,3600.0,765.0,7,3.0,2002,12,3,4,630.0,5,0.0,1274.0,348,312500
7,1800.0,480.0,7,3.0,2004,8,2,0,0.0,5,0.0,0.0,172,151000
5,2130.0,440.0,6,3.0,1971,7,1,0,376.0,5,0.0,471.0,276,122500
6,2531.0,542.0,7,4.0,2003,9,2,0,0.0,5,0.0,80.0,209,188000
7,2754.0,638.0,7,3.0,2005,11,2,0,0.0,5,0.0,0.0,198,209700
8,4454.0,724.0,7,3.0,2006,13,2,4,945.0,5,0.0,1558.0,470,441929
6,2566.0,474.0,7,4.0,1993,8,2,0,120.0,5,0.0,602.0,240,163000
6,2919.0,444.0,6,3.0,1966,9,3,0,157.0,4,0.0,568.0,301,187500
8,2975.0,521.0,7,3.0,1999,11,3,3,260.0,5,0.0,1246.0,169,220000
5,2056.0,308.0,6,2.0,1967,7,2,0,0.0,3,0.0,474.0,152,127000
5,827.0,392.0,6,1.0,1955,0,1,1,0.0,5,0.0,0.0,0,107500
6,2226.0,0.0,6,2.0,1914,7,0,4,0.0,5,0.0,0.0,425,128000
5,1444.0,504.0,6,1.0,1925,6,1,0,0.0,4,0.0,0.0,0,73000
9,3584.0,874.0,7,3.0,2003,12,3,4,562.0,5,1.0,1567.0,255,374000
8,4128.0,746.0,7,4.0,2001,10,3,3,1110.0,5,1.0,1075.0,60,421250
6,2401.0,389.0,6,3.0,1992,8,2,3,0.0,4,0.0,0.0,382,178000
4,2319.0,588.0,6,3.0,1972,10,2,0,0.0,3,0.0,920.0,180,137500
8,3973.0,691.0,7,3.0,1994,11,3,3,554.0,5,0.0,1314.0,298,301500
6,1825.0,180.0,6,2.0,1935,7,1,4,0.0,4,0.0,0.0,425,105000
6,1952.0,504.0,6,2.0,1968,9,2,2,203.0,3,0.0,760.0,94,157500
5,2183.0,216.0,6,1.0,1901,7,1,0,0.0,3,0.0,0.0,77,117000
5,1728.0,336.0,6,2.0,1962,7,1,0,0.0,4,0.0,468.0,0,105000
6,2703.0,240.0,6,1.0,1936,7,1,0,0.0,5,0.0,0.0,0,115000
9,3472.0,834.0,8,2.0,2008,9,2,4,302.0,5,1.0,0.0,409,360000
5,1535.0,400.0,6,2.0,1979,0,1,0,0.0,3,0.0,0.0,0,118858
6,2432.0,484.0,6,3.0,1966,7,1,0,252.0,4,0.0,400.0,40,173000
3,1355.0,320.0,6,2.0,1890,7,1,0,0.0,3,0.0,0.0,30,78500
7,2560.0,440.0,7,3.0,2004,8,3,4,0.0,5,0.0,0.0,148,183500
4,1872.0,576.0,5,1.0,1953,6,1,0,0.0,3,0.0,0.0,144,93000
8,2995.0,630.0,7,3.0,2003,11,3,3,72.0,5,0.0,1084.0,163,226500
6,2370.0,380.0,7,3.0,1993,8,2,3,0.0,4,0.0,0.0,40,178000
7,2932.0,558.0,7,3.0,2003,10,2,0,167.0,5,0.0,1013.0,173,226000
5,2416.0,898.0,9,2.0,1969,10,2,3,178.0,5,0.0,496.0,541,173000
5,1728.0,360.0,6,1.0,1965,7,1,1,0.0,4,0.0,553.0,236,62383
9,4165.0,858.0,8,4.0,2008,11,3,4,268.0,5,1.0,1330.0,192,446261
7,2103.0,312.0,6,2.0,1926,7,1,4,0.0,5,0.0,424.0,586,160000
7,2969.0,668.0,7,3.0,2004,8,2,3,24.0,5,0.0,1087.0,163,219990
7,2947.0,577.0,7,2.0,1999,8,2,0,125.0,5,0.0,0.0,145,191000
5,1816.0,308.0,7,2.0,1925,7,1,4,0.0,3,0.0,317.0,215,136500
4,943.0,308.0,6,1.0,1958,0,1,0,0.0,3,0.0,0.0,60,80000
7,3387.0,786.0,8,3.0,1988,9,1,0,178.0,4,0.0,1002.0,0,229000
7,2999.0,574.0,7,4.0,1993,8,3,3,246.0,5,0.0,750.0,246,236000
10,3648.0,932.0,8,2.0,2006,12,3,4,242.0,5,0.0,0.0,304,392000
6,2650.0,316.0,6,3.0,1927,6,1,0,0.0,2,0.0,522.0,213,149000
10,3363.0,846.0,8,4.0,1998,9,3,3,0.0,5,0.0,128.0,184,345000
5,2730.0,624.0,8,2.0,1900,6,1,0,0.0,5,0.0,0.0,239,169000
4,1726.0,336.0,6,1.0,1946,7,1,0,0.0,3,0.0,0.0,0,109900
7,2996.0,650.0,6,3.0,1993,10,3,3,94.0,5,0.0,758.0,238,188000
6,2192.0,280.0,5,1.0,1939,7,1,4,0.0,5,0.0,0.0,45,132500
5,1980.0,440.0,7,2.0,1994,7,2,0,0.0,5,0.0,755.0,158,143000
5,2684.0,256.0,6,2.0,1951,6,1,0,0.0,5,0.0,557.0,0,125000
9,3736.0,1085.0,8,3.0,2005,12,3,4,568.0,5,1.0,1505.0,566,415000
4,1985.0,528.0,6,1.0,1910,6,1,0,0.0,4,0.0,0.0,168,125500
6,2872.0,338.0,6,3.0,1958,7,2,4,183.0,4,0.0,620.0,289,139000
10,4018.0,842.0,8,4.0,2008,12,2,4,420.0,5,1.0,1338.0,656,451950
5,3356.0,0.0,6,2.0,1959,7,0,0,74.0,3,0.0,0.0,0,119900
8,2563.0,471.0,7,3.0,2001,9,3,0,136.0,5,0.0,1005.0,217,220000
6,3174.0,525.0,6,2.0,1971,7,1,4,302.0,3,0.0,838.0,44,167300
5,2018.0,256.0,6,1.0,1941,7,1,4,0.0,5,0.0,626.0,84,122000
5,3456.0,504.0,6,3.0,1963,7,1,0,336.0,3,0.0,1332.0,0,125000
5,1856.0,288.0,6,1.0,1957,7,3,0,0.0,4,0.0,308.0,0,112500
7,2674.0,578.0,7,3.0,2005,11,2,0,0.0,5,0.0,0.0,275,191000
6,2160.0,288.0,7,1.0,1958,7,1,0,135.0,4,0.0,570.0,130,136000
7,2645.0,546.0,6,3.0,1998,10,2,0,0.0,5,0.0,0.0,234,197900
6,2120.0,255.0,7,1.0,1910,6,1,0,0.0,4,0.0,0.0,394,117000
7,2419.0,632.0,7,3.0,2006,10,2,0,84.0,5,0.0,684.0,159,194000
9,2620.0,545.0,7,3.0,2001,11,2,3,179.0,5,0.0,1004.0,322,285000
5,1999.0,0.0,7,3.0,1940,7,0,0,0.0,4,0.0,351.0,140,127500
7,3390.0,590.0,7,4.0,1992,8,2,3,0.0,5,0.0,728.0,40,268000
4,2873.0,342.0,6,3.0,1900,7,1,0,0.0,5,0.0,0.0,160,137000
7,3240.0,578.0,6,2.0,1967,7,1,4,0.0,5,0.0,603.0,254,215000
5,2432.0,336.0,6,2.0,1955,7,2,0,0.0,3,0.0,288.0,0,129500
5,2240.0,240.0,6,1.0,1936,8,1,0,0.0,4,0.0,0.0,314,115000
5,1906.0,288.0,7,1.0,1925,7,1,0,0.0,3,0.0,0.0,180,114000
4,2112.0,384.0,6,2.0,1966,7,1,0,0.0,3,0.0,1056.0,42,107000
5,2048.0,336.0,6,1.0,1947,7,1,0,0.0,3,0.0,442.0,260,118500
6,2020.0,208.0,6,1.0,1929,7,2,4,0.0,3,0.0,0.0,112,120000
8,3076.0,484.0,7,3.0,2005,10,2,0,148.0,5,0.0,769.0,186,260000
5,2286.0,308.0,6,2.0,1959,7,2,0,150.0,3,0.0,856.0,0,136000
4,1730.0,480.0,6,1.0,1971,7,1,0,0.0,3,0.0,0.0,0,123000
6,1725.0,0.0,5,1.0,1920,7,0,0,0.0,3,0.0,0.0,144,89500
6,2648.0,430.0,7,2.0,2005,8,3,0,0.0,5,0.0,0.0,59,199500
5,1780.0,408.0,6,1.0,1966,7,1,0,41.0,3,0.0,0.0,0,109900
7,3356.0,282.0,7,2.0,1926,8,1,4,0.0,5,0.0,0.0,145,234000
6,1696.0,420.0,7,2.0,2004,9,2,4,169.0,5,0.0,662.0,140,155900
4,2892.0,304.0,6,2.0,1957,9,1,3,0.0,5,0.0,0.0,120,161500
6,2163.0,525.0,6,2.0,1958,7,2,4,541.0,4,0.0,111.0,351,137500
5,3096.0,0.0,5,2.0,1910,8,0,0,0.0,2,0.0,0.0,36,76500
6,3211.0,521.0,7,4.0,1988,8,1,3,268.0,3,0.0,831.0,420,211000
6,2742.0,511.0,7,3.0,1998,8,3,0,0.0,5,0.0,266.0,212,181000
6,2292.0,490.0,6,3.0,1966,10,2,0,183.0,3,0.0,312.0,129,174900
5,2484.0,564.0,6,2.0,1966,9,2,2,97.0,5,0.0,328.0,468,164500
7,3052.0,532.0,7,2.0,2004,8,2,0,168.0,5,1.0,2.0,0,214000
7,2782.0,489.0,6,3.0,1980,9,1,3,280.0,3,0.0,0.0,101,185000
4,1840.0,336.0,6,2.0,1929,7,1,0,0.0,5,0.0,80.0,445,123000
6,2300.0,486.0,6,3.0,1979,10,2,1,0.0,3,0.0,1001.0,306,183500
8,2217.0,492.0,7,3.0,1999,8,1,0,456.0,5,0.0,0.0,206,174000
5,2703.0,649.0,6,2.0,1953,7,1,3,0.0,3,0.0,587.0,64,130000
7,2369.0,546.0,6,3.0,1925,8,1,4,0.0,5,0.0,16.0,234,178000
5,2557.0,482.0,6,3.0,1997,8,3,3,0.0,4,0.0,791.0,246,189900
6,1696.0,420.0,7,2.0,2003,10,3,0,170.0,5,0.0,685.0,140,144000
6,1632.0,432.0,8,1.0,1930,9,1,0,0.0,5,0.0,538.0,96,120500
5,2194.0,672.0,6,2.0,1994,8,1,0,0.0,5,0.0,0.0,456,145000
8,3146.0,499.0,7,3.0,2000,10,2,0,0.0,5,0.0,1196.0,144,251000
4,3536.0,0.0,6,2.0,1968,7,0,0,0.0,3,0.0,0.0,0,136500
4,1152.0,0.0,6,2.0,1955,0,0,0,58.0,3,0.0,0.0,0,82500
2,810.0,280.0,4,1.0,1910,0,1,0,0.0,3,0.0,0.0,143,57625
7,2708.0,484.0,7,3.0,2007,8,2,4,176.0,5,1.0,876.0,218,212500
6,2432.0,402.0,6,3.0,1998,9,1,0,116.0,5,0.0,897.0,125,164000
6,2605.0,384.0,6,2.0,1957,7,1,0,327.0,4,0.0,0.0,21,139000
7,1852.0,462.0,7,4.0,1999,8,1,0,212.0,5,0.0,510.0,48,160000
5,1711.0,698.0,6,2.0,1992,10,1,2,0.0,3,0.0,718.0,132,149000
5,1738.0,288.0,6,2.0,1968,7,2,0,0.0,3,0.0,510.0,33,130000
7,2286.0,480.0,6,2.0,1921,7,1,0,0.0,4,0.0,0.0,87,140000
8,3672.0,517.0,7,2.0,2008,8,3,4,288.0,5,0.0,0.0,175,264500
5,2184.0,299.0,6,2.0,1957,7,3,3,0.0,3,0.0,895.0,390,141000
6,2684.0,630.0,6,3.0,1977,8,2,3,360.0,3,0.0,686.0,16,167900
6,2573.0,572.0,6,2.0,1960,7,1,4,85.0,5,0.0,594.0,326,181900
8,3132.0,750.0,7,3.0,2008,10,2,0,36.0,5,0.0,1078.0,312,262500
7,3196.0,520.0,7,3.0,1977,8,2,3,283.0,5,0.0,432.0,549,230000
9,3407.0,506.0,7,3.0,1999,11,3,3,60.0,5,0.0,1238.0,162,328900
8,3442.0,554.0,7,3.0,2005,8,2,0,210.0,5,1.0,119.0,195,232698
8,2508.0,810.0,7,3.0,2008,10,2,0,140.0,5,0.0,872.0,260,221800
5,1926.0,627.0,6,3.0,1941,7,1,0,0.0,4,0.0,336.0,0,152400
7,3260.0,451.0,7,2.0,2000,8,1,3,171.0,5,0.0,0.0,308,213000
7,2369.0,449.0,7,3.0,2005,8,2,0,96.0,5,0.0,0.0,177,184900
5,2501.0,375.0,6,2.0,1953,8,1,4,56.0,3,0.0,841.0,0,157000
5,2075.0,576.0,6,1.0,1962,7,1,3,0.0,4,0.0,612.0,161,144000
6,2612.0,478.0,6,3.0,1979,8,2,3,253.0,5,0.0,903.0,381,192350
7,2374.0,440.0,6,3.0,1966,7,2,3,202.0,5,0.0,654.0,0,163500
7,3804.0,514.0,6,4.0,1990,8,1,5,99.0,5,0.0,1085.0,313,262280
7,3072.0,532.0,7,3.0,2002,10,2,0,113.0,5,0.0,810.0,266,214000
6,2884.0,470.0,6,1.0,1956,7,3,4,0.0,5,0.0,296.0,280,230000
7,3235.0,947.0,7,3.0,2006,10,2,4,350.0,5,1.0,0.0,254,280000
4,2146.0,720.0,6,2.0,1957,7,1,0,0.0,4,0.0,967.0,444,140000
6,2595.0,442.0,6,2.0,1966,7,1,3,351.0,3,0.0,0.0,340,155000
3,2040.0,0.0,4,1.0,1918,6,0,0,0.0,2,0.0,0.0,105,64500
6,2748.0,1017.0,8,4.0,1993,8,2,4,85.0,5,0.0,860.0,542,218000
5,2004.0,576.0,6,2.0,1977,11,1,2,51.0,3,0.0,755.0,0,160000
8,2676.0,598.0,7,2.0,2007,8,2,0,0.0,5,0.0,24.0,141,208900
7,2081.0,540.0,7,2.0,2007,8,1,0,0.0,5,0.0,0.0,102,146000
8,2548.0,500.0,7,3.0,1996,8,3,4,0.0,5,0.0,786.0,374,245500
6,2005.0,160.0,6,1.0,1926,7,1,0,0.0,5,0.0,0.0,101,113000
8,3564.0,932.0,7,3.0,2004,12,3,4,238.0,5,1.0,1531.0,181,296000
